,Bang_cap,Nam_kinh_nghiem,Mang_cong_viec,Luong,Luong_cu,Thoi_gian_gan_bo,Nang_luc_work,Xep_loai_bang
3434,Cao dang,0,Lap trinh vien,19.95,19,1,D,Xuat sac
3435,Cao dang,10,BA,4.2,4,10,D,kha
3436,Khong bang cap,4,Ky su R&D,22.05,21,2,B,Khong xep loai
3437,Cao dang,0,Ky su R&D,36.225,34.5,1,B,Trung binh
3438,Khong bang cap,12,BA,14.7,14,14,A,Khong xep loai
3439,Cao dang,1,Tu van ban hang,6.3,6,3,D,kha
3440,Khong bang cap,0,Lap trinh vien,18.9,18,4,A,Khong xep loai
3441,Cao dang,0,Lap trinh vien,10.5,10,2,D,kha
3442,Tien si,13,Ky su R&D,21,20,2,A,Khong xep loai
3443,Cao dang,3,PM,27.3,26,8,A,kha
3444,Cao dang,0,Lap trinh vien,12.6,12,0,C,Trung binh
3445,Dai hoc,17,Lap trinh vien,13.65,13,7,B,Gioi
3446,Dai hoc,2,Lap trinh vien,6.3,6,1,C,kha
3447,Khong bang cap,11,Ky su R&D,13.65,13,11,C,Khong xep loai
3448,Khong bang cap,0,BA,16.8,16,0,D,Khong xep loai
3449,Khong bang cap,0,Lap trinh vien,11.55,11,2,D,Khong xep loai
3450,Dai hoc,1,Xu ly data,4.2,4,1,D,Trung binh
3451,Khong bang cap,1,Tu van ban hang,4.2,4,0,B,Khong xep loai
3452,Cao dang,9,Lap trinh vien,21,20,8,B,Xuat sac
3453,Thac si,6,Lap trinh vien,25.2,24,7,A,Xuat sac
3454,Dai hoc,4,BA,6.3,6,3,A,Gioi
3455,Cao dang,1,Lap trinh vien,13.65,13,1,B,kha
3456,Cao dang,0,Lap trinh vien,24.15,23,1,A,Xuat sac
3457,Dai hoc,3,Tu van ban hang,14.175,13.5,2,B,kha
3458,Dai hoc,3,PM,16.8,16,3,C,Trung binh
3459,Dai hoc,4,Lap trinh vien,18.9,18,2,D,Gioi
3460,Cao dang,2,Ky su R&D,10.5,10,0,A,Xuat sac
3461,Dai hoc,0,Tu van ban hang,9.45,9,0,D,Trung binh
3462,Cao dang,1,BA,15.75,15,0,C,Gioi
3463,Dai hoc,6,Lap trinh vien,15.75,15,9,B,Trung binh
3464,Cao dang,0,Lap trinh vien,7.35,7,1,A,Xuat sac
3465,Dai hoc,1,Ky su R&D,34.65,33,1,D,Gioi
3466,Dai hoc,11,BA,7.35,7,12,B,Xuat sac
3467,Cao dang,1,Lap trinh vien,19.95,19,0,A,Xuat sac
3468,Cao dang,0,Lap trinh vien,8.4,8,0,C,kha
3469,Thac si,5,BA,22.05,21,7,A,Trung binh
3470,Cao dang,6,Lap trinh vien,26.775,25.5,14,D,Xuat sac
3471,Cao dang,5,Lap trinh vien,11.55,11,3,A,Xuat sac
3472,Cao dang,8,BA,31.5,30,2,D,kha
3473,Cao dang,0,Xu ly data,11.55,11,0,D,kha
3474,Khong bang cap,0,Lap trinh vien,19.95,19,1,D,Khong xep loai
3475,Dai hoc,0,BA,14.7,14,1,B,kha
3476,Cao dang,3,Lap trinh vien,14.7,14,8,C,Gioi
3477,Cao dang,1,Xu ly data,9.45,9,11,D,kha
3478,Cao dang,2,PM,22.05,21,2,D,Gioi
3479,Cao dang,4,Lap trinh vien,19.95,19,4,B,Trung binh
3480,Dai hoc,0,Ke toan,7.35,7,1,B,Trung binh
3481,Dai hoc,0,Lap trinh vien,37.8,36,3,B,Xuat sac
3482,Dai hoc,1,PM,28.35,27,2,C,Xuat sac
3483,Dai hoc,6,Lap trinh vien,24.15,23,11,D,Xuat sac
3484,Cao dang,11,Lap trinh vien,24.15,23,1,D,kha
3485,Cao dang,7,Tu van ban hang,7.35,7,1,A,Xuat sac
3486,Cao dang,9,Lap trinh vien,13.65,13,1,D,Gioi
3487,Dai hoc,13,Lap trinh vien,7.35,7,3,D,Trung binh
3488,Dai hoc,0,Ke toan,10.5,10,0,B,kha
3489,Dai hoc,2,Lap trinh vien,8.4,8,3,D,Gioi
3490,Thac si,12,Lap trinh vien,15.75,15,0,A,Xuat sac
3491,Cao dang,1,PM,5.25,5,1,B,kha
3492,Khong bang cap,0,Lap trinh vien,9.45,9,0,B,Khong xep loai
3493,Dai hoc,0,Lap trinh vien,25.2,24,1,A,Gioi
3494,Khong bang cap,0,Tu van ban hang,11.55,11,4,D,Khong xep loai
3495,Dai hoc,3,Lap trinh vien,23.1,22,1,D,Xuat sac
3496,Dai hoc,19,Lap trinh vien,14.7,14,12,C,kha
3497,Cao dang,20,Ke toan,42,40,7,A,Gioi
3498,Dai hoc,0,BA,6.3,6,1,D,Xuat sac
3499,Khong bang cap,1,Lap trinh vien,23.1,22,0,C,Khong xep loai
3500,Dai hoc,1,Lap trinh vien,18.9,18,1,A,kha
3501,Cao dang,0,Ky su R&D,16.8,16,1,C,Xuat sac
3502,Cao dang,4,Xu ly data,14.7,14,2,B,Xuat sac
3503,Cao dang,0,PM,18.9,18,1,C,Xuat sac
3504,Khong bang cap,3,BA,13.65,13,0,B,Khong xep loai
3505,Dai hoc,1,Tu van ban hang,11.55,11,4,B,kha
3506,Cao dang,7,Lap trinh vien,14.7,14,1,D,Gioi
3507,Khong bang cap,10,Ky su R&D,9.45,9,3,C,Khong xep loai
3508,Cao dang,12,Ky su R&D,21,20,11,A,kha
3509,Cao dang,3,Ky su R&D,13.65,13,1,C,kha
3510,Cao dang,0,BA,13.65,13,1,D,Xuat sac
3511,Cao dang,0,PM,16.8,16,1,B,Trung binh
3512,Cao dang,22,Ke toan,21,20,9,A,Xuat sac
3513,Khong bang cap,3,Lap trinh vien,13.65,13,5,D,Khong xep loai
3514,Dai hoc,8,Lap trinh vien,11.55,11,4,A,kha
3515,Dai hoc,22,BA,18.9,18,3,A,Gioi
3516,Dai hoc,5,Lap trinh vien,18.9,18,8,D,Xuat sac
3517,Cao dang,12,Lap trinh vien,21,20,10,A,Trung binh
3518,Cao dang,0,Lap trinh vien,4.2,4,1,C,Gioi
3519,Dai hoc,0,Ky su R&D,9.45,9,0,C,Gioi
3520,Dai hoc,0,Tester,12.6,12,1,B,Gioi
3521,Cao dang,0,Ky su R&D,17.85,17,0,B,Trung binh
3522,Dai hoc,0,PM,11.55,11,1,B,Gioi
3523,Cao dang,0,Lap trinh vien,6.3,6,1,A,kha
3524,Dai hoc,7,BA,4.2,4,1,A,kha
3525,Cao dang,2,Ky su R&D,11.55,11,4,D,kha
3526,Thac si,6,Lap trinh vien,19.95,19,3,A,kha
3527,Cao dang,0,PM,13.65,13,1,A,Xuat sac
3528,Cao dang,2,Lap trinh vien,10.5,10,3,A,kha
3529,Dai hoc,9,BA,15.75,15,7,A,kha
3530,Dai hoc,1,Lap trinh vien,33.075,31.5,1,D,Trung binh
3531,Thac si,1,Lap trinh vien,18.9,18,6,A,Trung binh
3532,Dai hoc,0,Lap trinh vien,4.2,4,1,B,Gioi
3533,Khong bang cap,4,Ke toan,6.3,6,5,B,Khong xep loai
3534,Cao dang,13,Lap trinh vien,8.4,8,11,C,Xuat sac
3535,Dai hoc,4,PM,34.65,33,5,D,Gioi
3536,Cao dang,0,Lap trinh vien,23.625,22.5,0,C,Trung binh
3537,Dai hoc,0,PM,9.45,9,1,C,Xuat sac
3538,Dai hoc,3,Lap trinh vien,15.75,15,6,B,Gioi
3539,Cao dang,1,Lap trinh vien,14.7,14,2,D,kha
3540,Dai hoc,9,Tu van ban hang,10.5,10,6,B,Xuat sac
3541,Dai hoc,2,Lap trinh vien,25.2,24,2,A,Gioi
3542,Cao dang,1,Lap trinh vien,22.05,21,0,B,kha
3543,Dai hoc,0,Lap trinh vien,15.75,15,1,B,Xuat sac
3544,Cao dang,9,Lap trinh vien,19.95,19,2,B,Trung binh
3545,Cao dang,11,Lap trinh vien,12.6,12,10,D,Trung binh
3546,Cao dang,0,Lap trinh vien,29.925,28.5,2,A,Trung binh
3547,Dai hoc,0,Lap trinh vien,24.15,23,1,D,Gioi
3548,Khong bang cap,0,Tu van ban hang,14.7,14,1,C,Khong xep loai
3549,Cao dang,6,Tu van ban hang,12.6,12,4,C,Trung binh
3550,Khong bang cap,4,Lap trinh vien,15.75,15,2,D,Khong xep loai
3551,Dai hoc,11,PM,24.15,23,4,D,Xuat sac
3552,Cao dang,4,BA,29.925,28.5,3,B,kha
3553,Dai hoc,1,Lap trinh vien,6.3,6,8,B,Trung binh
3554,Khong bang cap,2,Tu van ban hang,15.75,15,5,B,Khong xep loai
3555,Cao dang,0,Ky su R&D,6.3,6,1,B,Xuat sac
3556,Dai hoc,0,Tester,7.35,7,1,A,Trung binh
3557,Dai hoc,0,Lap trinh vien,16.8,16,0,C,Gioi
3558,Dai hoc,0,Ky su R&D,10.5,10,1,D,Gioi
3559,Thac si,1,Lap trinh vien,36.225,34.5,0,A,Xuat sac
3560,Cao dang,2,BA,18.9,18,1,A,Xuat sac
3561,Dai hoc,0,Ke toan,13.65,13,1,D,Trung binh
3562,Thac si,0,Lap trinh vien,17.85,17,1,A,kha
3563,Dai hoc,0,Tester,7.875,7.5,0,D,Gioi
3564,Dai hoc,5,Lap trinh vien,29.925,28.5,1,D,kha
3565,Khong bang cap,0,Lap trinh vien,6.3,6,0,D,Khong xep loai
3566,Dai hoc,1,PM,17.85,17,0,A,Xuat sac
3567,Cao dang,16,Tester,4.2,4,7,A,Gioi
3568,Cao dang,1,Tu van ban hang,11.55,11,0,C,Xuat sac
3569,Cao dang,6,PM,8.4,8,0,C,Xuat sac
3570,Cao dang,4,BA,21,20,1,C,Gioi
3571,Dai hoc,2,Xu ly data,14.7,14,0,C,Gioi
3572,Cao dang,0,Lap trinh vien,21,20,0,A,Gioi
3573,Cao dang,1,PM,26.25,25,0,A,Xuat sac
3574,Tien si,6,Ky su R&D,25.2,24,4,A,Khong xep loai
3575,Cao dang,1,Lap trinh vien,4.2,4,1,B,Gioi
3576,Cao dang,0,Lap trinh vien,6.3,6,0,D,Trung binh
3577,Dai hoc,0,Lap trinh vien,17.85,17,2,A,Xuat sac
3578,Dai hoc,2,Ke toan,4.2,4,1,B,kha
3579,Cao dang,10,Lap trinh vien,12.6,12,8,C,Gioi
3580,Khong bang cap,4,Lap trinh vien,18.9,18,12,A,Khong xep loai
3581,Dai hoc,3,Lap trinh vien,15.75,15,3,C,Xuat sac
3582,Dai hoc,0,Lap trinh vien,18.9,18,5,D,Gioi
3583,Cao dang,0,Tu van ban hang,17.325,16.5,1,C,Gioi
3584,Dai hoc,5,Ky su R&D,6.3,6,14,C,Xuat sac
3585,Cao dang,2,Lap trinh vien,21,20,0,A,Xuat sac
3586,Cao dang,0,Lap trinh vien,24.15,23,5,B,Gioi
3587,Thac si,17,Tester,15.75,15,6,A,kha
3588,Dai hoc,1,Ky su R&D,13.65,13,9,B,kha
3589,Cao dang,2,Tu van ban hang,7.875,7.5,14,B,Trung binh
3590,Dai hoc,0,PM,18.9,18,2,D,Gioi
3591,Cao dang,2,Lap trinh vien,4.2,4,1,D,Gioi
3592,Dai hoc,4,Lap trinh vien,15.75,15,0,B,Xuat sac
3593,Dai hoc,4,Lap trinh vien,4.2,4,7,B,Gioi
3594,Khong bang cap,10,Ky su R&D,25.2,24,2,C,Khong xep loai
3595,Dai hoc,8,Lap trinh vien,10.5,10,1,C,Trung binh
3596,Cao dang,1,Lap trinh vien,9.45,9,0,C,kha
3597,Cao dang,4,Lap trinh vien,17.85,17,1,B,Gioi
3598,Dai hoc,4,PM,28.35,27,0,C,Xuat sac
3599,Cao dang,0,Lap trinh vien,7.35,7,1,C,Xuat sac
3600,Dai hoc,0,BA,7.875,7.5,1,D,Trung binh
3601,Cao dang,0,Lap trinh vien,34.65,33,0,A,kha
3602,Dai hoc,7,Ky su R&D,20.475,19.5,10,C,Gioi
3603,Khong bang cap,8,Lap trinh vien,22.05,21,6,B,Khong xep loai
3604,Khong bang cap,0,PM,15.75,15,1,B,Khong xep loai
3605,Dai hoc,4,Ke toan,9.45,9,4,D,Gioi
3606,Cao dang,0,Lap trinh vien,22.05,21,0,B,Xuat sac
3607,Dai hoc,4,Ky su R&D,7.875,7.5,2,B,Trung binh
3608,Khong bang cap,8,BA,7.875,7.5,2,A,Khong xep loai
3609,Cao dang,3,Lap trinh vien,36.225,34.5,7,B,Gioi
3610,Khong bang cap,2,PM,26.25,25,1,C,Khong xep loai
3611,Dai hoc,2,Lap trinh vien,16.8,16,4,B,Gioi
3612,Cao dang,0,Lap trinh vien,14.7,14,0,B,Trung binh
3613,Dai hoc,6,Lap trinh vien,4.2,4,2,C,kha
3614,Dai hoc,0,Ky su R&D,9.45,9,0,B,kha
3615,Thac si,1,BA,24.15,23,0,A,kha
3616,Cao dang,8,Ky su R&D,16.8,16,8,D,kha
3617,Cao dang,4,BA,26.775,25.5,2,D,kha
3618,Cao dang,6,Tu van ban hang,8.4,8,0,C,kha
3619,Cao dang,15,Tester,6.3,6,2,D,kha
3620,Dai hoc,0,Lap trinh vien,4.2,4,0,D,Trung binh
3621,Cao dang,6,PM,9.45,9,5,C,Xuat sac
3622,Khong bang cap,0,Lap trinh vien,7.35,7,1,B,Khong xep loai
3623,Cao dang,2,Ky su R&D,15.75,15,4,B,Xuat sac
3624,Cao dang,7,Lap trinh vien,24.15,23,10,B,Xuat sac
3625,Cao dang,2,BA,6.3,6,6,B,Xuat sac
3626,Dai hoc,13,PM,5.25,5,13,C,Gioi
3627,Dai hoc,0,Lap trinh vien,21,20,1,D,Xuat sac
3628,Khong bang cap,4,Tu van ban hang,8.4,8,1,C,Khong xep loai
3629,Cao dang,5,Lap trinh vien,14.7,14,0,D,kha
3630,Cao dang,0,Lap trinh vien,25.2,24,2,D,Gioi
3631,Thac si,9,Lap trinh vien,21,20,8,A,kha
3632,Dai hoc,4,Lap trinh vien,6.3,6,0,A,Trung binh
3633,Dai hoc,1,Tester,5.25,5,2,C,Trung binh
3634,Cao dang,0,PM,13.65,13,0,D,Xuat sac
3635,Cao dang,0,BA,37.8,36,3,A,Xuat sac
3636,Cao dang,0,BA,7.35,7,1,B,kha
3637,Cao dang,8,Tu van ban hang,6.3,6,10,A,Trung binh
3638,Dai hoc,7,PM,21,20,3,D,Gioi
3639,Dai hoc,12,Lap trinh vien,6.3,6,7,B,Trung binh
3640,Cao dang,9,Xu ly data,6.3,6,0,A,Gioi
3641,Dai hoc,0,Tu van ban hang,7.35,7,0,B,Trung binh
3642,Dai hoc,9,Lap trinh vien,9.45,9,4,C,Xuat sac
3643,Dai hoc,1,BA,16.8,16,0,A,kha
3644,Cao dang,10,Lap trinh vien,12.6,12,7,A,kha
3645,Cao dang,0,Xu ly data,20.475,19.5,10,B,Xuat sac
3646,Khong bang cap,4,Lap trinh vien,25.2,24,0,B,Khong xep loai
3647,Cao dang,0,Lap trinh vien,14.7,14,1,C,Trung binh
3648,Cao dang,7,Lap trinh vien,23.625,22.5,12,C,Gioi
3649,Cao dang,0,Lap trinh vien,11.55,11,1,B,Gioi
3650,Cao dang,0,Ke toan,4.2,4,1,D,Trung binh
3651,Khong bang cap,0,Tu van ban hang,8.4,8,0,A,Khong xep loai
3652,Dai hoc,9,Lap trinh vien,17.85,17,10,B,Xuat sac
3653,Cao dang,0,Tester,6.3,6,0,D,kha
3654,Cao dang,4,Lap trinh vien,12.6,12,2,A,Gioi
3655,Thac si,0,BA,24.15,23,1,A,Gioi
3656,Cao dang,4,Lap trinh vien,19.95,19,10,B,Xuat sac
3657,Dai hoc,6,Lap trinh vien,7.35,7,1,D,Trung binh
3658,Cao dang,6,Lap trinh vien,25.2,24,3,C,kha
3659,Dai hoc,0,PM,18.9,18,4,D,Gioi
3660,Thac si,2,BA,18.9,18,2,A,Trung binh
3661,Cao dang,1,PM,14.7,14,1,C,kha
3662,Khong bang cap,0,Lap trinh vien,22.05,21,1,C,Khong xep loai
3663,Cao dang,5,PM,19.95,19,0,A,Trung binh
3664,Cao dang,4,Lap trinh vien,17.85,17,2,B,Xuat sac
3665,Cao dang,1,Tu van ban hang,12.6,12,6,D,Gioi
3666,Cao dang,5,Xu ly data,9.45,9,12,D,Xuat sac
3667,Dai hoc,6,Ky su R&D,22.05,21,6,D,Xuat sac
3668,Dai hoc,5,Lap trinh vien,7.35,7,4,D,Trung binh
3669,Cao dang,0,Lap trinh vien,6.3,6,6,B,Trung binh
3670,Cao dang,1,BA,7.35,7,1,C,kha
3671,Cao dang,0,Tu van ban hang,13.65,13,1,B,Xuat sac
3672,Cao dang,8,Tu van ban hang,14.7,14,9,D,Xuat sac
3673,Cao dang,10,Lap trinh vien,10.5,10,9,B,Xuat sac
3674,Dai hoc,2,Lap trinh vien,7.35,7,2,D,Xuat sac
3675,Cao dang,9,Lap trinh vien,9.45,9,2,B,Xuat sac
3676,Dai hoc,9,Lap trinh vien,8.4,8,1,B,kha
3677,Dai hoc,5,Lap trinh vien,7.35,7,1,B,kha
3678,Khong bang cap,0,Tu van ban hang,6.3,6,0,B,Khong xep loai
3679,Cao dang,0,PM,27.3,26,2,B,Gioi
3680,Khong bang cap,0,Lap trinh vien,6.3,6,3,D,Khong xep loai
3681,Dai hoc,5,Lap trinh vien,25.2,24,4,D,Trung binh
3682,Khong bang cap,9,Ky su R&D,13.65,13,3,A,Khong xep loai
3683,Dai hoc,0,Ke toan,8.4,8,2,A,Trung binh
3684,Dai hoc,0,Lap trinh vien,14.7,14,5,B,Trung binh
3685,Khong bang cap,2,Lap trinh vien,23.1,22,8,B,Khong xep loai
3686,Cao dang,2,BA,15.75,15,1,D,kha
3687,Thac si,1,BA,18.9,18,1,A,Xuat sac
3688,Thac si,0,BA,23.1,22,1,A,kha
3689,Dai hoc,0,Tester,7.35,7,0,B,Trung binh
3690,Dai hoc,2,PM,19.95,19,5,D,Xuat sac
3691,Dai hoc,0,Ke toan,11.55,11,2,B,Gioi
3692,Dai hoc,4,Tu van ban hang,13.65,13,8,C,Gioi
3693,Cao dang,1,Tester,11.55,11,0,C,Gioi
3694,Dai hoc,0,Ke toan,15.75,15,1,D,Gioi
3695,Dai hoc,12,Lap trinh vien,12.6,12,0,C,Gioi
3696,Dai hoc,11,Ky su R&D,10.5,10,0,D,Xuat sac
3697,Cao dang,4,Ky su R&D,15.75,15,4,A,Xuat sac
3698,Khong bang cap,1,Lap trinh vien,12.6,12,3,B,Khong xep loai
3699,Khong bang cap,3,BA,10.5,10,2,C,Khong xep loai
3700,Khong bang cap,1,Ke toan,14.175,13.5,3,D,Khong xep loai
3701,Cao dang,1,Tu van ban hang,11.55,11,4,C,Gioi
3702,Dai hoc,3,Ky su R&D,21,20,3,A,Gioi
3703,Khong bang cap,0,Lap trinh vien,17.85,17,1,A,Khong xep loai
3704,Dai hoc,16,Lap trinh vien,6.3,6,13,B,Gioi
3705,Dai hoc,3,Ky su R&D,17.85,17,1,D,Xuat sac
3706,Cao dang,0,Lap trinh vien,9.45,9,0,C,Trung binh
3707,Cao dang,0,Lap trinh vien,22.05,21,0,C,Trung binh
3708,Thac si,2,Lap trinh vien,21,20,0,A,Gioi
3709,Dai hoc,0,Tester,11.025,10.5,2,B,Gioi
3710,Cao dang,0,Ky su R&D,11.55,11,0,A,Trung binh
3711,Dai hoc,7,Ky su R&D,10.5,10,9,B,Xuat sac
3712,Cao dang,0,Lap trinh vien,31.5,30,1,B,kha
3713,Cao dang,5,Tu van ban hang,12.6,12,7,B,Xuat sac
3714,Dai hoc,2,Lap trinh vien,23.625,22.5,0,C,Trung binh
3715,Cao dang,4,Lap trinh vien,25.2,24,5,B,Gioi
3716,Cao dang,11,Lap trinh vien,6.3,6,0,A,Xuat sac
3717,Dai hoc,4,Lap trinh vien,16.8,16,0,C,kha
3718,Dai hoc,0,PM,25.2,24,1,D,Xuat sac
3719,Dai hoc,6,Lap trinh vien,7.35,7,4,A,Gioi
3720,Dai hoc,0,PM,13.65,13,1,B,Trung binh
3721,Khong bang cap,14,Lap trinh vien,25.2,24,10,C,Khong xep loai
3722,Khong bang cap,11,Tester,12.6,12,12,B,Khong xep loai
3723,Khong bang cap,6,Lap trinh vien,11.55,11,12,D,Khong xep loai
3724,Cao dang,1,Ky su R&D,15.75,15,0,A,Gioi
3725,Cao dang,0,Lap trinh vien,18.9,18,1,B,Xuat sac
3726,Thac si,1,Tu van ban hang,15.75,15,3,A,Xuat sac
3727,Cao dang,3,Lap trinh vien,11.55,11,2,C,Xuat sac
3728,Cao dang,2,Ke toan,11.025,10.5,3,B,Xuat sac
3729,Thac si,0,Lap trinh vien,19.95,19,0,A,Trung binh
3730,Cao dang,1,Ky su R&D,14.7,14,3,D,Trung binh
3731,Dai hoc,1,Lap trinh vien,7.35,7,1,B,kha
3732,Dai hoc,0,BA,9.45,9,3,A,Trung binh
3733,Cao dang,4,PM,24.15,23,6,B,Trung binh
3734,Cao dang,0,PM,5.25,5,0,C,kha
3735,Dai hoc,0,BA,7.35,7,0,A,Gioi
3736,Cao dang,0,Lap trinh vien,19.95,19,0,A,Xuat sac
3737,Dai hoc,0,Xu ly data,10.5,10,1,A,kha
3738,Dai hoc,15,Lap trinh vien,9.45,9,14,A,kha
3739,Cao dang,9,Ky su R&D,24.15,23,7,C,Trung binh
3740,Cao dang,10,Lap trinh vien,23.1,22,4,A,Trung binh
3741,Cao dang,1,Ke toan,8.4,8,0,A,Gioi
3742,Cao dang,0,PM,27.3,26,8,B,Xuat sac
3743,Dai hoc,0,Tu van ban hang,11.55,11,1,A,kha
3744,Tien si,15,Ky su R&D,23.1,22,1,A,Khong xep loai
3745,Thac si,4,Lap trinh vien,22.05,21,3,A,Trung binh
3746,Dai hoc,4,PM,16.8,16,6,B,Xuat sac
3747,Dai hoc,0,Lap trinh vien,10.5,10,2,C,Trung binh
3748,Cao dang,1,Lap trinh vien,15.75,15,8,C,Gioi
3749,Khong bang cap,0,Lap trinh vien,37.8,36,1,D,Khong xep loai
3750,Dai hoc,5,Lap trinh vien,23.1,22,1,B,Trung binh
3751,Cao dang,0,Lap trinh vien,25.2,24,8,A,Xuat sac
3752,Khong bang cap,0,Lap trinh vien,4.2,4,0,D,Khong xep loai
3753,Cao dang,3,Lap trinh vien,13.65,13,0,D,kha
3754,Dai hoc,0,Lap trinh vien,23.1,22,1,A,Gioi
3755,Cao dang,6,Lap trinh vien,9.45,9,2,B,Trung binh
3756,Dai hoc,0,Tu van ban hang,10.5,10,5,D,Trung binh
3757,Dai hoc,0,Tu van ban hang,8.4,8,1,B,Gioi
3758,Dai hoc,19,Lap trinh vien,54.6,52,11,A,Gioi
3759,Dai hoc,6,Lap trinh vien,15.75,15,5,B,Gioi
3760,Cao dang,9,Lap trinh vien,8.4,8,9,A,Gioi
3761,Cao dang,0,Lap trinh vien,22.05,21,0,A,Gioi
3762,Thac si,14,Tu van ban hang,63,60,12,A,Trung binh
3763,Dai hoc,3,Ky su R&D,11.025,10.5,6,C,Gioi
3764,Dai hoc,0,Lap trinh vien,25.2,24,0,C,kha
3765,Cao dang,14,BA,6.3,6,8,D,kha
3766,Khong bang cap,0,Lap trinh vien,15.75,15,1,A,Khong xep loai
3767,Dai hoc,1,BA,7.35,7,5,D,kha
3768,Dai hoc,0,Ke toan,11.55,11,0,C,Trung binh
3769,Dai hoc,4,Ky su R&D,5.25,5,2,B,kha
3770,Dai hoc,1,PM,25.2,24,0,C,Trung binh
3771,Dai hoc,0,Ky su R&D,13.65,13,0,B,Trung binh
3772,Dai hoc,6,Ky su R&D,28.35,27,6,B,Xuat sac
3773,Thac si,16,Ky su R&D,24.15,23,12,A,kha
3774,Dai hoc,0,Lap trinh vien,29.925,28.5,2,B,Gioi
3775,Cao dang,0,Tu van ban hang,9.45,9,1,B,Xuat sac
3776,Cao dang,0,Tester,13.65,13,1,A,Trung binh
3777,Dai hoc,0,PM,23.1,22,5,C,kha
3778,Dai hoc,0,Lap trinh vien,10.5,10,1,A,Xuat sac
3779,Cao dang,10,BA,23.1,22,8,B,kha
3780,Cao dang,1,Tu van ban hang,12.6,12,7,D,kha
3781,Khong bang cap,0,Lap trinh vien,24.15,23,2,D,Khong xep loai
3782,Cao dang,0,Ke toan,13.65,13,3,B,Xuat sac
3783,Cao dang,8,Lap trinh vien,5.25,5,2,D,Trung binh
3784,Cao dang,0,Lap trinh vien,36.225,34.5,1,D,kha
3785,Khong bang cap,2,Lap trinh vien,9.45,9,2,B,Khong xep loai
3786,Dai hoc,2,Lap trinh vien,37.8,36,0,C,kha
3787,Khong bang cap,2,Lap trinh vien,23.1,22,13,A,Khong xep loai
3788,Cao dang,1,BA,8.4,8,4,C,Xuat sac
3789,Cao dang,2,Lap trinh vien,16.8,16,0,D,kha
3790,Dai hoc,13,BA,14.7,14,10,D,Gioi
3791,Dai hoc,3,Lap trinh vien,17.85,17,5,B,Xuat sac
3792,Dai hoc,0,Lap trinh vien,15.75,15,6,C,Trung binh
3793,Dai hoc,11,Xu ly data,9.45,9,6,A,kha
3794,Khong bang cap,15,PM,27.3,26,5,D,Khong xep loai
3795,Dai hoc,0,Lap trinh vien,24.15,23,1,B,Trung binh
3796,Cao dang,8,Tu van ban hang,10.5,10,6,D,kha
3797,Khong bang cap,1,BA,8.4,8,1,B,Khong xep loai
3798,Dai hoc,3,Lap trinh vien,8.4,8,10,D,Xuat sac
3799,Tien si,6,Ky su R&D,23.1,22,3,A,Khong xep loai
3800,Dai hoc,3,Ky su R&D,8.4,8,2,B,Xuat sac
3801,Cao dang,4,Lap trinh vien,11.025,10.5,5,A,Trung binh
3802,Cao dang,0,Ky su R&D,6.3,6,0,A,Xuat sac
3803,Cao dang,11,BA,100.8,96,10,A,Xuat sac
3804,Khong bang cap,1,Lap trinh vien,14.7,14,1,B,Khong xep loai
3805,Dai hoc,19,Xu ly data,6.3,6,4,C,kha
3806,Dai hoc,2,BA,4.2,4,1,A,Xuat sac
3807,Cao dang,10,Lap trinh vien,5.25,5,2,A,kha
3808,Cao dang,1,PM,24.15,23,1,C,Gioi
3809,Dai hoc,17,Lap trinh vien,13.65,13,10,A,Trung binh
3810,Cao dang,0,BA,24.15,23,5,A,Xuat sac
3811,Cao dang,3,PM,22.05,21,4,D,Trung binh
3812,Cao dang,5,BA,12.6,12,2,C,kha
3813,Khong bang cap,1,Lap trinh vien,19.95,19,13,C,Khong xep loai
3814,Khong bang cap,1,Lap trinh vien,23.1,22,6,A,Khong xep loai
3815,Cao dang,2,Tu van ban hang,8.4,8,3,D,Xuat sac
3816,Dai hoc,13,BA,23.1,22,6,D,kha
3817,Dai hoc,5,PM,23.1,22,5,B,kha
3818,Dai hoc,3,Lap trinh vien,16.8,16,4,B,Trung binh
3819,Dai hoc,1,Lap trinh vien,16.8,16,7,B,kha
3820,Cao dang,0,Tester,5.25,5,6,A,Xuat sac
3821,Khong bang cap,4,Tu van ban hang,13.65,13,4,D,Khong xep loai
3822,Cao dang,19,Lap trinh vien,13.65,13,2,A,Xuat sac
3823,Tien si,2,Ky su R&D,22.05,21,4,A,Khong xep loai
3824,Dai hoc,0,Ky su R&D,31.5,30,0,D,Xuat sac
3825,Dai hoc,4,Tu van ban hang,9.45,9,6,C,Xuat sac
3826,Dai hoc,0,Tu van ban hang,14.7,14,1,C,Trung binh
3827,Khong bang cap,16,Lap trinh vien,11.55,11,9,B,Khong xep loai
3828,Khong bang cap,0,Lap trinh vien,14.7,14,0,B,Khong xep loai
3829,Cao dang,1,Lap trinh vien,25.2,24,4,A,Trung binh
3830,Cao dang,13,PM,15.75,15,6,B,Gioi
3831,Cao dang,3,Tu van ban hang,13.65,13,1,B,kha
3832,Dai hoc,0,Ky su R&D,13.65,13,3,A,Gioi
3833,Cao dang,2,Ky su R&D,10.5,10,3,B,Gioi
3834,Cao dang,2,Lap trinh vien,6.3,6,0,B,Gioi
3835,Khong bang cap,0,Tester,4.2,4,1,D,Khong xep loai
